kljuc,ime,drzava,pokali,zmage,endurance,exp,cas1,cas2,cas3,eff1,eff2,eff3,mastery1,mastery2,mastery3,ws1,ws2,ws3
10936540,Dimasik,RU,968,27275,55620,10985333,2,18,60,144,131,112,96,78,28,64,17,5
2822851,NoviBMeka,US,968,29563,78900,10305721,1,18,69,155,148,117,98,79,37,78,15,6
8257695,Mark T.,DE,968,36316,46920,9715411,2,25,85,157,134,121,97,84,39,68,21,8
3629635,okluar,RU,968,6804,48960,6284794,3,35,85,107,108,119,93,67,43,45,13,6
2881387,Mix,LT,967,68913,58140,23167487,2,25,89,167,136,127,99,86,38,95,22,6
5520649,Ngữ Công Tuyển,VN,967,21076,4980,13305648,3,25,77,174,120,115,98,78,28,80,22,5
5866652,KuraBuraMaster,PL,967,22737,31020,7294357,1,23,77,153,139,115,97,85,37,66,31,8
18575699,Clara0005,GB,967,20826,49920,5205933,2,31,97,188,140,119,97,84,38,65,21,6
12473568,ayn,JP,967,14834,10080,4513593,1,17,61,190,145,136,88,66,42,30,12,7
16653161,DS :),IN,967,12246,54420,4208018,2,25,96,133,137,122,96,77,39,48,21,6
5823557,Anonymous5823557,JP,967,4952,6720,3609154,1,22,69,167,159,120,86,81,42,28,20,6
11619931,towwl,US,967,6174,83760,3108507,3,25,87,140,135,114,96,79,45,48,14,7
948222,Carbofos,BY,966,91632,4920,70134235,2,21,78,173,136,122,96,78,22,57,24,4
5455245,NikNak,US,966,28019,12360,15314493,2,31,99,156,127,122,97,86,42,60,21,8
653766,Thoo-tau,TW,966,20247,4200,11230823,2,20,67,157,132,122,96,84,42,64,24,6
2942468,kingoks,HK,966,26269,64680,10348040,3,27,97,158,138,132,97,78,38,58,22,7
10402138,dyp,PT,966,9755,46260,4461090,4,29,96,150,152,127,97,85,39,66,20,5
2900939,trew,PT,966,8415,36960,2878078,1,24,78,159,134,126,97,85,42,43,20,6
2146160,rougorge,FR,965,81436,8160,43122093,3,35,153,171,154,131,99,82,34,69,33,7
833642,AnChi,TW,965,108890,22620,27234083,1,15,58,154,131,120,98,80,32,62,22,5
3492428,Андрей Кузьмин,RU,965,61494,8040,20145803,3,32,129,167,160,130,98,85,46,80,26,8
7109621,NGU_Parad0x,HU,965,27570,28080,12599334,2,23,87,145,140,123,98,75,34,62,16,7
4050806,Eizo Soma,RU,965,30089,5220,9512023,2,26,88,152,145,128,99,82,36,87,25,6
1896875,Alumina,US,965,19208,4080,8784522,2,22,77,167,150,132,98,85,36,64,26,7
5402473,Thethethe,US,965,25766,4680,3366227,0,17,64,207,140,130,98,76,42,63,22,6
5822349,전정수,KR,965,5149,4980,1772845,2,18,56,156,123,111,99,79,35,92,16,8
7561864,olbx,RU,964,59951,39000,31194107,2,30,101,158,136,119,98,75,34,84,18,6
3318290,Traeng,DE,964,44681,9780,18953443,1,15,54,158,144,124,98,86,43,82,26,6
3450398,hel_XY,DE,964,24134,37380,12370990,4,40,127,194,137,116,97,81,39,54,20,7
6771946,Put in high low,UA,964,25793,78300,12209556,2,26,89,186,136,126,96,78,35,61,20,6
13975481,Yuki Amadeus,TW,964,18865,5820,8884243,2,25,107,171,142,130,96,84,35,55,20,6
6704101,HuevosConAceite,CL,964,16109,6120,6060794,2,22,94,171,148,128,99,82,42,86,25,6
5842739,SrirachaLord,US,964,15064,4740,5862608,2,18,68,144,138,122,97,78,35,74,23,7
14817151,krkr,ID,964,14933,18600,4473879,2,27,98,171,140,136,99,86,47,73,22,6
6829156,Sigma Nation,ID,964,14184,4560,4425784,1,20,71,167,130,127,93,78,38,48,17,5
6103508,Atticus Baker,US,964,11893,80220,4337299,3,25,70,150,132,117,96,77,40,50,21,7
4075071,しげちゃん,JP,963,101229,51900,49886282,3,32,117,153,150,130,98,86,43,62,40,7
8597796,timido,DE,963,112628,6120,28130258,3,30,109,189,146,127,98,80,39,87,26,7
8063210,Programmistessa,DE,963,36921,7920,13418521,2,29,109,164,139,120,99,83,44,91,25,7
3649630,rebo237,DE,963,32270,6180,10469857,2,26,95,167,143,124,98,82,39,70,28,5
18070632,Qioup,GR,963,40392,4020,7946903,1,21,74,154,136,128,99,82,40,84,25,6
11847691,PhenixCeleste,FR,963,15579,33060,6118512,2,25,86,200,147,134,99,79,39,65,20,6
3484465,Robar,US,962,38527,6660,20540147,3,32,106,144,144,115,98,81,41,60,22,7
375037,Geugen14,IL,962,46228,55800,15578131,2,19,73,164,134,115,100,76,25,104,24,4
19961294,wightou,JP,962,13602,9720,6310915,3,36,129,146,141,129,98,84,39,68,18,7
10632075,6368720586732,JP,962,15700,7860,5853343,1,25,84,162,151,121,96,74,35,50,21,6
17291055,sirataki,JP,962,17088,80580,5516181,2,19,67,136,136,119,99,82,40,84,22,7
14231098,Pearson,CN,962,13449,28500,4458903,2,17,72,154,122,121,93,71,35,51,28,5
17622999,minereader,KR,962,10430,85260,3953211,3,32,97,147,143,127,95,78,41,48,16,5
3799062,mingo,CZ,962,13014,12300,2923636,2,22,77,200,160,142,98,87,41,72,22,6
6359698,ttm_ben,JP,961,75682,76260,42556302,2,21,70,155,137,124,97,78,28,58,16,5
11682274,Spicycate,TW,961,82177,46020,33870086,2,36,135,143,138,121,99,85,38,78,28,8
10270080,OldGreyMan,US,961,90522,47580,32063498,3,41,149,125,139,119,99,87,42,94,25,7
1439017,TAB,RU,961,56310,11460,26820469,2,29,88,155,141,126,97,84,37,61,23,6
7122663,aistoff,RU,961,72563,21360,25890180,1,19,61,137,125,109,99,81,29,75,19,6
10446740,apri_cot,JP,961,79924,6600,20490630,1,22,77,183,148,128,99,81,33,90,22,7
4738225,conperiri,DE,961,54344,6060,17817711,2,27,87,160,132,114,97,79,35,88,25,7
1499171,Carcharodon,RU,961,14837,5880,17786789,2,23,73,136,114,109,94,76,35,46,19,6
9487085,Sota u,JP,961,18654,12480,14129658,2,20,84,133,133,123,97,69,37,75,17,7
3799062,mingo,CZ,962,13014,12300,2923636,2,22,77,200,160,142,98,87,41,72,22,6
6359698,ttm_ben,JP,961,75682,76260,42556302,2,21,70,155,137,124,97,78,28,58,16,5
11682274,Spicycate,TW,961,82177,46020,33870086,2,36,135,143,138,121,99,85,38,78,28,8
10270080,OldGreyMan,US,961,90522,47580,32063498,3,41,149,125,139,119,99,87,42,94,25,7
1439017,TAB,RU,961,56310,11460,26820469,2,29,88,155,141,126,97,84,37,61,23,6
7122663,aistoff,RU,961,72563,21360,25890180,1,19,61,137,125,109,99,81,29,75,19,6
10446740,apri_cot,JP,961,79924,6600,20490630,1,22,77,183,148,128,99,81,33,90,22,7
4738225,conperiri,DE,961,54344,6060,17817711,2,27,87,160,132,114,97,79,35,88,25,7
1499171,Carcharodon,RU,961,14837,5880,17786789,2,23,73,136,114,109,94,76,35,46,19,6
9487085,Sota u,JP,961,18654,12480,14129658,2,20,84,133,133,123,97,69,37,75,17,7
3799062,mingo,CZ,962,13014,12300,2923636,2,22,77,200,160,142,98,87,41,72,22,6
6359698,ttm_ben,JP,961,75682,76260,42556302,2,21,70,155,137,124,97,78,28,58,16,5
11682274,Spicycate,TW,961,82177,46020,33870086,2,36,135,143,138,121,99,85,38,78,28,8
10270080,OldGreyMan,US,961,90522,47580,32063498,3,41,149,125,139,119,99,87,42,94,25,7
1439017,TAB,RU,961,56310,11460,26820469,2,29,88,155,141,126,97,84,37,61,23,6
7122663,aistoff,RU,961,72563,21360,25890180,1,19,61,137,125,109,99,81,29,75,19,6
10446740,apri_cot,JP,961,79924,6600,20490630,1,22,77,183,148,128,99,81,33,90,22,7
4738225,conperiri,DE,961,54344,6060,17817711,2,27,87,160,132,114,97,79,35,88,25,7
1499171,Carcharodon,RU,961,14837,5880,17786789,2,23,73,136,114,109,94,76,35,46,19,6
9487085,Sota u,JP,961,18654,12480,14129658,2,20,84,133,133,123,97,69,37,75,17,7
3799062,mingo,CZ,962,13014,12300,2923636,2,22,77,200,160,142,98,87,41,72,22,6
6359698,ttm_ben,JP,961,75682,76260,42556302,2,21,70,155,137,124,97,78,28,58,16,5
11682274,Spicycate,TW,961,82177,46020,33870086,2,36,135,143,138,121,99,85,38,78,28,8
10270080,OldGreyMan,US,961,90522,47580,32063498,3,41,149,125,139,119,99,87,42,94,25,7
1439017,TAB,RU,961,56310,11460,26820469,2,29,88,155,141,126,97,84,37,61,23,6
7122663,aistoff,RU,961,72563,21360,25890180,1,19,61,137,125,109,99,81,29,75,19,6
10446740,apri_cot,JP,961,79924,6600,20490630,1,22,77,183,148,128,99,81,33,90,22,7
4738225,conperiri,DE,961,54344,6060,17817711,2,27,87,160,132,114,97,79,35,88,25,7
1499171,Carcharodon,RU,961,14837,5880,17786789,2,23,73,136,114,109,94,76,35,46,19,6
9487085,Sota u,JP,961,18654,12480,14129658,2,20,84,133,133,123,97,69,37,75,17,7
5128877,gde,PT,958,10816,6180,6302163,2,24,79,129,141,125,95,71,33,44,19,5
3446647,RazorMK,US,958,7636,4440,4365909,3,23,81,164,130,118,96,79,36,32,22,5
11338931,59DC,CN,958,12089,5460,3895622,2,22,84,163,132,125,98,79,34,73,18,5
4887618,JakobG,DE,958,4373,5880,1920369,3,28,84,164,135,127,87,68,41,38,19,7
5012844,OldTimer123,US,957,161307,8580,72139304,2,38,143,144,134,123,99,87,37,79,26,6
8804574,gam,DE,957,44854,6060,18583896,2,22,80,167,147,125,98,80,30,60,18,6
3674759,Spider-Man,US,957,36551,6660,14580412,2,23,83,150,149,129,96,76,32,70,27,5
4670120,Keram,DE,957,35971,16620,14055825,2,26,89,176,141,127,98,79,39,68,26,7
2234372,sweepy17,DE,957,35502,67140,13847908,3,38,137,167,149,137,97,83,34,50,25,7
1976552,Olivaw,HU,957,42836,36960,12382974,3,30,107,192,162,134,97,81,38,65,25,8
6871274,GodEmperor,DE,957,29264,36420,11191471,2,20,65,171,136,118,99,76,32,84,14,8
9579863,Juanma Nolo,ES,957,9907,36960,4349741,1,21,80,133,133,113,96,75,39,62,16,5
8850199,Nik Barabash,RU,957,9571,30300,3802323,3,28,96,156,133,122,95,82,40,41,19,6
1897906,Lebossle,BR,957,11301,5760,3102986,3,32,106,142,143,123,98,83,43,81,19,8
9106745,JakeMertens,US,957,4856,23220,2674223,2,21,69,124,150,113,93,72,28,31,16,5
7945111,freeyeung,AU,956,76867,3600,74573241,1,13,50,164,124,116,96,73,22,57,16,5
5016993,toto1,PL,956,121624,5700,27217354,2,28,96,180,140,123,100,85,37,102,26,8
8587721,wu.,TW,956,34377,3960,18830454,1,18,65,162,134,120,96,79,29,52,21,5
2583889,vian2013,TW,956,26694,70620,14369414,2,27,90,158,129,122,96,83,37,54,19,6
12223203,pfv,BR,956,35020,3840,10750373,1,15,62,148,133,116,98,81,23,51,17,5
5803613,Omeg12,PL,956,15172,15780,9164705,3,23,78,142,117,109,97,81,46,52,23,7
2523834,sofi4_,IT,956,24618,4920,8364786,2,21,75,144,138,121,97,80,34,70,22,5
18778700,sayabao,GB,956,12511,5220,5041860,1,12,54,167,147,141,95,74,32,50,14,5
13702154,DeimosAT,AT,956,9794,76260,4668549,2,30,96,140,138,121,94,81,38,37,18,6
1920922,Dom5nic9,US,956,9915,9120,4385694,3,30,92,162,135,121,98,80,43,60,15,6
4815880,stillam,CN,956,16027,4080,2794093,2,19,62,144,141,128,99,81,29,92,22,6
1105798,Xilef,GB,955,50362,21840,33399951,1,10,40,185,160,141,97,77,27,70,20,8
4611176,poet,JP,955,69074,6420,31029760,2,23,83,162,143,131,98,75,30,62,16,6
2767909,XVIII,RU,955,158545,4920,23408540,1,17,77,170,137,118,100,72,24,111,20,4
7491407,Flip,DE,955,58586,55140,22880173,3,35,113,179,137,119,99,79,37,96,19,7
6606696,m.amin.s96,IR,955,27118,82680,9835238,3,28,100,141,118,115,97,82,43,63,19,7
6140754,ravelation,US,955,7825,8760,9644784,2,26,89,159,141,129,86,65,23,29,14,7
15031850,FG29,DE,955,36754,9360,8057946,2,23,101,150,130,122,99,82,40,78,18,6
7454404,Kartoffelsalat,DE,955,24979,85980,6953702,2,26,97,178,143,123,99,81,35,83,22,8
5129535,Dagley,AU,955,15218,7200,5265261,2,27,92,145,133,117,97,82,46,64,29,6
18393395,たまご発掘隊,JP,955,15091,5280,4144571,2,24,78,167,150,133,99,86,43,54,27,7
7014373,Black Kaze,KG,955,6182,6060,3809260,2,18,76,133,134,119,95,80,36,46,14,7
12652796,Dvorak438,XX,955,4888,5880,2078557,4,31,119,148,137,121,96,82,49,60,23,5
11340494,Anonymous11340494,JP,954,75113,4800,23805696,2,21,85,150,149,124,97,79,26,63,24,5
11981065,Sdrkfd,FR,954,40111,83160,15257411,2,35,105,171,140,131,97,82,40,69,24,6
11492693,hunchcat,FI,954,40307,5580,12256900,2,24,76,150,134,120,97,81,43,64,21,6
6866724,kongkongkong,AU,954,16376,7200,10581087,2,19,78,145,141,123,97,76,36,55,20,5
16048355,Ducon,FR,954,28473,45180,7895176,3,31,109,175,142,126,98,82,44,71,24,7
4405730,Pinballwiz45b,US,954,27616,24420,7781588,2,22,74,162,132,128,96,84,40,63,20,5
4291642,SakurAme,JP,954,8976,36780,7635695,2,16,53,144,130,110,93,82,35,62,18,7
5823299,Wasab,PL,954,25246,82320,6960029,2,21,73,144,120,104,98,84,42,71,20,6
12816435,vapor49,CN,954,15515,4500,5702128,2,21,74,158,142,131,98,74,28,80,18,5
5550561,Kismet,US,954,12867,5700,4656657,2,27,96,171,152,122,96,77,35,61,20,7
386713,Lý Tiên Phú,VN,953,59619,41640,51538920,1,21,83,169,152,132,96,81,29,48,19,5
11712868,Anonymous11712868,RS,953,56513,9480,23248197,2,26,88,164,135,124,98,83,41,78,21,7
431037,Pan De Sal :3,TH,953,38182,4740,15977167,1,18,67,170,147,128,99,76,27,60,21,4
8491379,pigeonR,PL,953,21137,5400,7970103,2,24,87,150,141,123,96,78,38,64,14,7
3673845,choco3739,JP,953,16924,31260,5023226,2,22,83,143,135,117,99,79,37,77,17,5
16868910,Warre,BE,953,7555,5160,2174338,3,26,94,136,122,117,97,80,48,70,17,5
3937322,alexas,DE,952,48058,6420,28455488,2,35,121,179,151,129,97,82,40,60,26,6
7483127,누르면 터질끄냐옹?,KR,952,28522,53880,25501297,2,27,94,155,119,104,95,77,35,48,26,6
3387298,She-RA,DK,952,32868,32520,14393304,3,25,91,150,130,119,99,86,37,61,24,6
2744240,限りなく青に近いブルー,JP,952,18537,46800,8343726,1,22,77,160,134,124,98,78,34,61,17,5
18214962,ty z,US,952,14610,46740,5223652,2,27,90,160,145,129,96,80,34,49,20,5
1260921,muller8,US,952,6671,47160,5048720,3,26,79,141,112,107,94,82,29,34,23,6
4016530,Ashlank,AR,952,21712,5520,4657526,2,26,88,186,137,116,99,73,32,94,22,7
5816065,Anonymous31415926,ST,952,9423,13200,3907794,2,23,74,144,136,120,96,80,42,50,21,5
3841928,BlockITO,JP,952,8691,52140,3567541,2,21,71,167,132,117,94,65,41,35,24,5
4206927,DeltaWither,XX,952,16610,38280,2907572,2,26,84,173,134,123,96,67,38,62,18,5
5803475,Mooing,US,952,4507,38160,1543431,2,18,72,153,131,126,92,55,42,35,21,6
5411973,Alimka,UA,951,83641,7680,44551026,2,31,106,160,143,126,100,81,37,118,22,7
3570744,folki,SK,951,83974,43140,29446252,2,22,95,167,135,123,98,78,30,75,18,6
9297581,Mariofan123478,FR,951,38086,28680,13501884,2,21,70,164,132,121,96,79,35,60,22,5
941384,marcx77,NL,951,32413,3780,12954305,1,14,54,167,130,119,97,79,28,64,18,5
4119696,dexPrime,PL,951,16760,13620,8856995,2,35,110,175,143,135,97,87,50,56,30,7
